id,sources,smirks
EVODEX.0-E3237,"EVODEX.0-P49304,EVODEX.0-P49305,EVODEX.0-P49307",[C:12]=[C:13]/[C:14](=[C:15](/[C:16][O:23][O:24][H:56])[H:47])[H:46]>>[C:13][C@:14]([C@:15]1([H:47])[C:16][O:23]1)([O:24][H:56])[H:46]
EVODEX.0-E3238,"EVODEX.0-P49312,EVODEX.0-P49317",[H][C:3]([C:2])([C:4][C:5](=[O:6])[O:7])[H:14]>>[H][C:4][C@@:3]([C:2])([C:5](=[O:6])[O:7])[H:14]
EVODEX.0-E3239,"EVODEX.0-P49314,EVODEX.0-P49356",[H][C:2]([C:1])([C:3][C:7](=[O:8])[S:9])[H:60]>>[H][C:3][C@@:2]([C:1])([C:7](=[O:8])[S:9])[H:60]
EVODEX.0-E3240,"EVODEX.0-P49315,EVODEX.0-P49316",[C:1]([C:2](=[O:3])[C:4]([C:5])([O:6])[C:7](=[O:8])[O:9])([H:10])([H:11])[H:12]>>[C:1]([C:4]([C:2](=[O:3])[C:7](=[O:8])[O:9])([C:5])[O:6])([H:10])([H:11])[H:12]
EVODEX.0-E3242,"EVODEX.0-P49321,EVODEX.0-P49322",[H][C:34]([C:33])([O:35])[H:60].[N:4][C@@:5]([C:6])([C:38])[H:44]>>[H].[N:4][C@@:5]([C:6])([C@:34]([C:33])([O:35])[H:60])[H:44]
EVODEX.0-E3243,"EVODEX.0-P49327,EVODEX.0-P49329",[H][C:1]([C:2][C:3]([H:58])([H:59])[H:60])([H:54])[H:55]>>[H][C:2][C:1]([C:3]([H:58])([H:59])[H:60])([H:54])[H:55]
EVODEX.0-E3244,"EVODEX.0-P49328,EVODEX.0-P49330",[H][C:3]([C:2][C:1]([H:54])([H:55])[H:56])([C:4])[H:59]>>[H][C:2][C:3]([C:1]([H:54])([H:55])[H:56])([C:4])[H:59]
EVODEX.0-E3245,"EVODEX.0-P49360,EVODEX.0-P49376,EVODEX.0-P49377",[H][O:3][C:2](=[O:1])/[C:4]=[C:5]\[C:6](=[C:7](/[C:8]=[O:9])[H:15])[H:14]>>[H][C:7]([C:6]([O:3][C:2])([C:5])[H:14])([C:8])[H:15]
EVODEX.0-E3246,"EVODEX.0-P49367,EVODEX.0-P49368,EVODEX.0-P49369",[H][C:11]([C:9])([O:12])[H:26].[O:1]=[C:2]([C:3])[H:17]>>[H][O:1][C@:2]([C:3])([C@@:11]([C:9])([O:12])[H:26])[H:17]
EVODEX.0-E3247,"EVODEX.0-P49371,EVODEX.0-P49373",[H][O:14][C:13].[O:1]=[C:2]/[C:3](=[C:4](/[C:5])[H:27])[H:21]>>[H][C:3]([C:2])([C@@:4]([C:5])([O:14][C:13])[H:27])[H:21]
EVODEX.0-E3248,"EVODEX.0-P49381,EVODEX.0-P49382",[H][C@@:12]([C:10])([C:13])[C@@:24]1([C:25])[C:22][C:23]1>>[C:10][C:12]([C:13])=[C:24]([C:22])[C:25].[H]
EVODEX.0-E3249,"EVODEX.0-P49387,EVODEX.0-P49389",[H][C:35](/[C:33](=[C:32](/[C:31]=[C:30]/[C:28]=[C:27]/[C:26]=[C:25]/[C:23]=[C:22]/[C:21]=[C:20]/[C:19]=[C:17]/[C:16]=[C:15]/[C:14]=[C:12]/[C:11]=[C:10]/[C:9]=[C:7])[H:82])[C:34])([C:36][C:37](=[C:38]([C:39])[C:40])[H:90])[H:86]>>[H][C:37]1([H:90])[C:36][C:35]([H:86])=[C:33]([C:34])[C@@:32]([C:31])([H:82])[C:38]1([C:39])[C:40]
EVODEX.0-E3250,"EVODEX.0-P49391,EVODEX.0-P49393",[C:1][C:2]([C:3])=[C:4]([C:5])[H:47].[H][C:9](=[C:7])/[C:10]=[C:11]/[C:12]=[C:14]/[C:15]=[C:16]/[C:17]=[C:19]/[C:20]=[C:21]/[C:22]=[C:23]/[C:25]=[C:26]/[C:27]=[C:28]/[C:30]=[C:31]/[C:32]=[C:33]>>[H][C:4]([C:2]([C:1])([C:3])[C:9](=[C:7])/[C:10]=[C:11]/[C:12]=[C:14]/[C:15]=[C:16]/[C:17]=[C:19]/[C:20]=[C:21]/[C:22]=[C:23]/[C:25]=[C:26]/[C:27]=[C:28]/[C:30]=[C:31]/[C:32]=[C:33])([C:5])[H:47]
EVODEX.0-E3251,"EVODEX.0-P49398,EVODEX.0-P49401",[C:1]/[C:2](=[C:3](\[C:4])[H:33])[C:14].[H][O:13][C:12]>>[H][C:3]([C@:2]([C:1])([O:13][C:12])[C:14])([C:4])[H:33]
EVODEX.0-E3273,EVODEX.0-P52845,[C:2][C:4](=[O:5])[O:6].[H][O:12][C:10]>>[C:2][C:4](=[O:5])[O:12][C:10].[H]OP(=O)OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)[C@]([H])(O[H])[C@]1([H])O[H]
EVODEX.0-E3282,EVODEX.0-P50554,[O:63][P:64](=[O:65])([O:66])[O:67].[C:81][O:82][H:142]>>[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S)O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[O:63][P:64](=[O:65])([O:66])[O:82][H:142].[H]
EVODEX.0-E33,"EVODEX.0-P239,EVODEX.0-P485",[H][C:49]([C:48])([C:50](=[O:51])[C:52]=[O:53])[H:90]>>[H]OC(=O)[C:49]([C:48])([C:50]([H])([O:51][H])[C:52])[H:90]
EVODEX.0-E330,"EVODEX.0-P11948,EVODEX.0-P13602,EVODEX.0-P5868,EVODEX.0-P5895,EVODEX.0-P5904,EVODEX.0-P5916,EVODEX.0-P6048,EVODEX.0-P6117",[H][C:1]([N:2])([H:11])[H:12]>>O=[C:1]([H:11])[H:12].[H]
EVODEX.0-E3312,"EVODEX.0-P49887,EVODEX.0-P50873",[H]OP(=O)(O[H])O[P:68]([O:67])(=[O:69])[O:70].[C:81][O:82][H:141]>>[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S)O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[O:67][P:68](=[O:69])([O:70])[O:82][H:141]
EVODEX.0-E3319,"EVODEX.0-P49739,EVODEX.0-P49792,EVODEX.0-P49825,EVODEX.0-P50282",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])[O:77][H:137]>>[C:49](=[O:50])([C:51])[O:77][H:137]
EVODEX.0-E336,EVODEX.0-P14222,[H][N:28]([C:29])[H:61]>>[H]C([H])([H])[N:28]([C:29])[H:61]
EVODEX.0-E3397,"EVODEX.0-P52295,EVODEX.0-P52675",[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])[O:40][H:60].[C:2][C:3](=[O:4])[N:5]>>[C:2][C:3](=[O:4])[O:40][H:60].[H]
EVODEX.0-E3405,"EVODEX.0-P51692,EVODEX.0-P51708,EVODEX.0-P51725,EVODEX.0-P51742,EVODEX.0-P51757,EVODEX.0-P51771,EVODEX.0-P51780,EVODEX.0-P51796,EVODEX.0-P52188,EVODEX.0-P52202,EVODEX.0-P52278,EVODEX.0-P52498,EVODEX.0-P52512,EVODEX.0-P52526,EVODEX.0-P52660,EVODEX.0-P52956,EVODEX.0-P52968,EVODEX.0-P53215,EVODEX.0-P53230",[H][N:1]([C:2])[H:81].[C:43][C:44](=[O:45])[O:46]>>[N:1]([C:2])([C:44]([C:43])=[O:45])[H:81].[H]OP(=O)OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)[C@]([H])(O[H])[C@]1([H])O[H]
EVODEX.0-E3433,EVODEX.0-P52646,[C:33][O:35][H:98].[H]OP(=O)(O[H])O[P:65]([O:64])(=[O:66])[O:67]>>[H]N[C@]([H])(C(=O)O[H])C([H])([H])C([H])([H])C(=O)O[H].[O:35]([P:65]([O:64])(=[O:66])[O:67])[H:98]
EVODEX.0-E3436,"EVODEX.0-P51970,EVODEX.0-P52751,EVODEX.0-P52786",[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])[O:22][H:64].[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[C:35](=[O:36])[C:37]>>[O:22]([C:35](=[O:36])[C:37])[H:64]
EVODEX.0-E35,"EVODEX.0-P16369,EVODEX.0-P251,EVODEX.0-P46041,EVODEX.0-P46042,EVODEX.0-P46490,EVODEX.0-P46513,EVODEX.0-P46560,EVODEX.0-P46563,EVODEX.0-P46622,EVODEX.0-P46768,EVODEX.0-P46780",[H]OC(=O)[C:5]([C:4])([C:9])[H:17]>>[H][C:5]([C:4])([C:9])[H:17]
EVODEX.0-E354,"EVODEX.0-P10035,EVODEX.0-P10045,EVODEX.0-P10055,EVODEX.0-P10070,EVODEX.0-P10077,EVODEX.0-P10089,EVODEX.0-P10118,EVODEX.0-P10128,EVODEX.0-P10142,EVODEX.0-P10168,EVODEX.0-P10174,EVODEX.0-P10188,EVODEX.0-P10263,EVODEX.0-P10274,EVODEX.0-P10284,EVODEX.0-P10294,EVODEX.0-P10304,EVODEX.0-P10361,EVODEX.0-P10476,EVODEX.0-P10493,EVODEX.0-P10518,EVODEX.0-P10628,EVODEX.0-P10643,EVODEX.0-P10669,EVODEX.0-P10679,EVODEX.0-P10689,EVODEX.0-P10757,EVODEX.0-P10782,EVODEX.0-P10792,EVODEX.0-P10809,EVODEX.0-P10820,EVODEX.0-P11171,EVODEX.0-P11440,EVODEX.0-P11455,EVODEX.0-P11465,EVODEX.0-P11536,EVODEX.0-P11547,EVODEX.0-P11553,EVODEX.0-P11563,EVODEX.0-P11612,EVODEX.0-P11627,EVODEX.0-P11637,EVODEX.0-P11657,EVODEX.0-P11692,EVODEX.0-P11719,EVODEX.0-P11875,EVODEX.0-P11905,EVODEX.0-P11911,EVODEX.0-P12069,EVODEX.0-P12089,EVODEX.0-P12201,EVODEX.0-P12207,EVODEX.0-P12242,EVODEX.0-P12253,EVODEX.0-P12690,EVODEX.0-P12734,EVODEX.0-P13633,EVODEX.0-P13655,EVODEX.0-P13658,EVODEX.0-P6101,EVODEX.0-P6701,EVODEX.0-P6706,EVODEX.0-P6851,EVODEX.0-P6872,EVODEX.0-P6882,EVODEX.0-P6887,EVODEX.0-P6892,EVODEX.0-P9693,EVODEX.0-P9703,EVODEX.0-P9718,EVODEX.0-P9831,EVODEX.0-P9841,EVODEX.0-P9965,EVODEX.0-P9976,EVODEX.0-P9984,EVODEX.0-P9994",[H][C:6](:[C:5]):[C:7]>>[H]O[C:6](:[C:5]):[C:7]
EVODEX.0-E355,"EVODEX.0-P10151,EVODEX.0-P10349,EVODEX.0-P10369,EVODEX.0-P10510,EVODEX.0-P10549,EVODEX.0-P12380,EVODEX.0-P12696,EVODEX.0-P6107,EVODEX.0-P6711",[H]O[C:56](:[C:55]):[C:58]>>[H][C:56](:[C:55]):[C:58]
EVODEX.0-E356,"EVODEX.0-P16606,EVODEX.0-P19007,EVODEX.0-P27376,EVODEX.0-P27585,EVODEX.0-P27613,EVODEX.0-P27757,EVODEX.0-P27899,EVODEX.0-P27908,EVODEX.0-P27924,EVODEX.0-P27951,EVODEX.0-P27965,EVODEX.0-P27996,EVODEX.0-P28156,EVODEX.0-P28162,EVODEX.0-P28166,EVODEX.0-P28217,EVODEX.0-P28446,EVODEX.0-P28454,EVODEX.0-P28459,EVODEX.0-P28464,EVODEX.0-P28469,EVODEX.0-P28513,EVODEX.0-P28517,EVODEX.0-P28521,EVODEX.0-P28616,EVODEX.0-P28645,EVODEX.0-P28654,EVODEX.0-P28662,EVODEX.0-P28670,EVODEX.0-P28711,EVODEX.0-P28715,EVODEX.0-P28767,EVODEX.0-P29014,EVODEX.0-P29019,EVODEX.0-P29024,EVODEX.0-P29029,EVODEX.0-P29200,EVODEX.0-P29231,EVODEX.0-P29236,EVODEX.0-P30499,EVODEX.0-P30716,EVODEX.0-P30722,EVODEX.0-P30727,EVODEX.0-P30732,EVODEX.0-P30737,EVODEX.0-P30743,EVODEX.0-P30748,EVODEX.0-P30753,EVODEX.0-P30808,EVODEX.0-P30813,EVODEX.0-P30819,EVODEX.0-P30825,EVODEX.0-P30830,EVODEX.0-P30864,EVODEX.0-P30880,EVODEX.0-P30886,EVODEX.0-P30906,EVODEX.0-P30962,EVODEX.0-P30968,EVODEX.0-P30974,EVODEX.0-P30979,EVODEX.0-P30984,EVODEX.0-P31200,EVODEX.0-P49237,EVODEX.0-P49255,EVODEX.0-P49260,EVODEX.0-P54293,EVODEX.0-P7618,EVODEX.0-P7624",[O:23][P:24](=[O:25])([O:26])[O:27].[H][O:32][C:33]>>[H].[P:24](=[O:25])([O:26])([O:27])[O:32][C:33]
EVODEX.0-E358,"EVODEX.0-P27338,EVODEX.0-P27343,EVODEX.0-P27348,EVODEX.0-P28293,EVODEX.0-P6131,EVODEX.0-P6137",[H][O:32][C:33]>>[H]OP(=O)(O[H])[O:32][C:33]
EVODEX.0-E359,"EVODEX.0-P16610,EVODEX.0-P23604,EVODEX.0-P27275,EVODEX.0-P27280,EVODEX.0-P27352,EVODEX.0-P27357,EVODEX.0-P27641,EVODEX.0-P27684,EVODEX.0-P27755,EVODEX.0-P27805,EVODEX.0-P27958,EVODEX.0-P27961,EVODEX.0-P27968,EVODEX.0-P28157,EVODEX.0-P28325,EVODEX.0-P28442,EVODEX.0-P28457,EVODEX.0-P28536,EVODEX.0-P28551,EVODEX.0-P28677,EVODEX.0-P29212,EVODEX.0-P31138,EVODEX.0-P33760,EVODEX.0-P33798,EVODEX.0-P33876,EVODEX.0-P34062",[H]OP(=O)(O[H])[O:31][C:30]>>[H][O:31][C:30]
EVODEX.0-E361,"EVODEX.0-P23600,EVODEX.0-P28649,EVODEX.0-P28658,EVODEX.0-P28674,EVODEX.0-P29204,EVODEX.0-P29562,EVODEX.0-P29763,EVODEX.0-P29769,EVODEX.0-P29784,EVODEX.0-P29788,EVODEX.0-P30129,EVODEX.0-P30135,EVODEX.0-P30141,EVODEX.0-P30474,EVODEX.0-P30774,EVODEX.0-P30835,EVODEX.0-P30841,EVODEX.0-P30847,EVODEX.0-P30853,EVODEX.0-P30858,EVODEX.0-P30891,EVODEX.0-P30896,EVODEX.0-P30901,EVODEX.0-P30912,EVODEX.0-P30917,EVODEX.0-P30922,EVODEX.0-P30928,EVODEX.0-P30934,EVODEX.0-P30988,EVODEX.0-P30994,EVODEX.0-P30999,EVODEX.0-P31004,EVODEX.0-P45292",[O:15][P:16](=[O:17])([O:18])[O:19].[H][O:34][P:33]>>[O:15][P:16](=[O:17])([O:18])[O:34][P:33].[H]
EVODEX.0-E364,"EVODEX.0-P6220,EVODEX.0-P6231,EVODEX.0-P6299,EVODEX.0-P6308,EVODEX.0-P6313",[C:7][N:8]=[N:9][C:10]>>[H][N:8]([H])[C:7].[H][N:9]([H])[C:10]
EVODEX.0-E366,"EVODEX.0-P6222,EVODEX.0-P6238",[H][N:8]([H])[C:7].[H][N:107]([H])[C:108]>>[C:7][N:8]=[N:107][C:108]
EVODEX.0-E368,"EVODEX.0-P6253,EVODEX.0-P6290",[H]O[N:54]([C:52])[H:91]>>[H][N:54]([C:52])[H:91]
EVODEX.0-E369,"EVODEX.0-P12756,EVODEX.0-P6264,EVODEX.0-P6273",[H]O[N:4]([C:2])[C:6]>>[H][N:4]([C:2])[C:6]
EVODEX.0-E37,"EVODEX.0-P16376,EVODEX.0-P255",[H][C:5]([C:4])([C:6])[H:17]>>[H]OC(=O)[C:5]([C:4])([C:6])[H:17]
EVODEX.0-E370,"EVODEX.0-P6282,EVODEX.0-P6284,EVODEX.0-P6286,EVODEX.0-P6288",[N:1]#[C:2][C:3]>>[H][N:1]([H])[C:2]([H])([H])[C:3]
EVODEX.0-E371,"EVODEX.0-P13853,EVODEX.0-P13855,EVODEX.0-P6334,EVODEX.0-P6338,EVODEX.0-P6423,EVODEX.0-P6425,EVODEX.0-P6429",.[H][S:38][C:37].[H][S:42][C:41]>>[H].[H].[C:37][S:38][S:42][C:41]
EVODEX.0-E374,"EVODEX.0-P6349,EVODEX.0-P6375",[H]OC(=O)[C:4]([C:2])([H:66])[H:67].[H][S:62][C:61]>>[C:2][C:4]([S:62][C:61])([H:66])[H:67]
EVODEX.0-E376,"EVODEX.0-P6456,EVODEX.0-P6556,EVODEX.0-P6558",[H][S:10][C:9].[H][S:30][C:29]>>[C:9][S:10][S:30][C:29].[H].[H]
EVODEX.0-E377,"EVODEX.0-P6394,EVODEX.0-P6416",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[S:48][C:47])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H][S:48][C:47]
EVODEX.0-E378,EVODEX.0-P6400,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[S:23][C:24])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])O[H]>>[H][S:23][C:24]
EVODEX.0-E381,"EVODEX.0-P11197,EVODEX.0-P6483",[H]S[C:1]([H])([H:6])[H:7]>>O=[C:1]([H:6])[H:7]
EVODEX.0-E385,"EVODEX.0-P11204,EVODEX.0-P6493",[H]S[C:2]([H])([C:1])[H:10]>>O=[C:2]([C:1])[H:10]
EVODEX.0-E39,"EVODEX.0-P1387,EVODEX.0-P1753,EVODEX.0-P266",[H]OC(=O)[C@:52]([O:53])([C@@:54]([H])([O:55][H])[C:56])[H:96]>>[H][C:52]([O:53])([C:54](=[O:55])[C:56])[H:96]
EVODEX.0-E390,"EVODEX.0-P6503,EVODEX.0-P6515,EVODEX.0-P6537",[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[C:5]([H])([C:4])[H:23]>>O=[C:5]([C:4]=[C:2])[H:23]
EVODEX.0-E392,EVODEX.0-P6549,[H][C:5]([C:4])([S:6])[H:23]>>O=[C:5]([C:4]=[C:2])[H:23].[H]
EVODEX.0-E399,EVODEX.0-P6578,[C:47][S:48][S:49].[C:76][C:77]([S:78])([H:149])[H:150]>>[H][S:48]([C:47])([S:49])[C:77]([C:76])([H:149])[H:150].[H]
EVODEX.0-E4,"EVODEX.0-P10,EVODEX.0-P137,EVODEX.0-P775",[H][C:4]([C:2])([O:5][H])[H:53]>>[C:2](=[O:3])[C:4](=[O:5])[H:53]
EVODEX.0-E40,"EVODEX.0-P1390,EVODEX.0-P269",[H][C:51]([C:50](=[O:49])[C:53])([O:52])[H:96]>>[H]OC(=O)[C@@:51]([C@@:50]([H])([O:49][H])[C:53])([O:52])[H:96]
EVODEX.0-E400,"EVODEX.0-P10537,EVODEX.0-P6598,EVODEX.0-P6610,EVODEX.0-P6616",O=[S@:21]([C:20])[C:22]>>[C:20][S:21][C:22]
EVODEX.0-E402,"EVODEX.0-P32207,EVODEX.0-P32217,EVODEX.0-P32227,EVODEX.0-P6624,EVODEX.0-P6629,EVODEX.0-P6634,EVODEX.0-P6639",[H][S:10][C:9].[C:29][S:30][C:31]>>[C:9][S:10][S:30][C:29].[H]
EVODEX.0-E404,EVODEX.0-P6655,[C:29]:[C:30]1:[N:31]:[C:32](:[C:33]):[C:37](:[C:36]):[N:38]:[C:39]:1:[C:40]>>[H][N:31]1[C:30](:[C:29]):[C:39](:[C:40])[N:38]([H])[C:37](:[C:36]):[C:32]1:[C:33]
EVODEX.0-E405,EVODEX.0-P6667,[H][C:1]([H])=[C:2]([H])[C:3]1=[C:4]([C:5]([H])([H])[H])[C:6]:[C:7]([H]):[C:8]2:[N:9]([H]):[C:10](:[C:11]([H]):[C:12][C:36]([C:37]([H])([H])[H])=[C:30]([C:31]([H])([H])[C:32]([H])([H])[C:33][C:34]([H])([H])[H])[C:14]:[C:15]([H]):[C:16]3:[N:17]([H]):[C:18](:[C:19]([H]):[C:20]1):[C:22]([C:23]([H])([H])[H]):[C:24]:3[C:25]([H])([H])[C:26]([H])([H])[C:27][C:28]([H])([H])[H]):[C:38]([C:39]([H])([H])[H]):[C:40]:2[C:41]([H])=[C:42]([H])[H].>>[H][C:1]([H])=[C:2]([H])[C:3]1=[C:4]([C:5]([H])([H])[H])[C:6]:[C:7]([H]):[C:8]2:[N:9]([H]):[C:10](:[C:11]([H]):[C:12][C:36]([C:37]([H])([H])[H])=[C:30]([C:31]([H])([H])[C:32]([H])([H])[C:33][C:34]([H])([H])[H])[C:14]:[C:15]([H]):[C:16]3:[N:17]([H]):[C:18](:[C:19]([H]):[C:20]1):[C:22]([C:23]([H])([H])[H]):[C:24]:3[C:25]([H])([H])[C:26]([H])([H])[C:27][C:28]([H])([H])[H]):[C:38]([C:39]([H])([H])[H]):[C:40]:2[C:41]([H])=[C:42]([H])[H].
EVODEX.0-E407,"EVODEX.0-P6679,EVODEX.0-P6681",[H][C:12]1([H:27])[C:11][C:19][C@:15]([H])([C:16])[C:14]([H:30])=[C:13]1[H:29]>>[N:10]=[C:11]1[C:12]([H:27])=[C:13]([H:29])[C:14]([H:30])=[C:15]([C:16]=[O:17])[C:19]1
EVODEX.0-E415,"EVODEX.0-P10402,EVODEX.0-P10889,EVODEX.0-P12119,EVODEX.0-P6716",[C:1](=[C:2]([C:3])[H:13])([H:11])[H:12]>>O1[C:1]([H:11])([H:12])[C:2]1([C:3])[H:13]
EVODEX.0-E416,"EVODEX.0-P49197,EVODEX.0-P6720,EVODEX.0-P6726,EVODEX.0-P6732",[H]O[O:5][C:2].[H][S:36][C:35].[H][S:16][C:15]>>[H][O:5][C:2].[C:15][S:16][S:36][C:35]
EVODEX.0-E417,EVODEX.0-P6800,[H]O[O:5][C:2]>>[H][O:5][C:2]
EVODEX.0-E42,"EVODEX.0-P1769,EVODEX.0-P289,EVODEX.0-P588,EVODEX.0-P637,EVODEX.0-P652,EVODEX.0-P880,EVODEX.0-P893",[H][C:46](=[O:45])[C:47].[H][O:52][C:51]>>[O:45]=[C:46]([C:47])[O:52][C:51]
EVODEX.0-E422,"EVODEX.0-P6747,EVODEX.0-P6753",[H][C:4](:[C:3]):[C:5]>>I[C:4](:[C:3]):[C:5].[H].[H]
EVODEX.0-E426,"EVODEX.0-P10314,EVODEX.0-P10324,EVODEX.0-P10528,EVODEX.0-P11280,EVODEX.0-P11290,EVODEX.0-P11925,EVODEX.0-P11935,EVODEX.0-P12099,EVODEX.0-P6757,EVODEX.0-P6797",[C:1][S:2][C:3]>>O=[S:2]([C:1])[C:3]
EVODEX.0-E43,"EVODEX.0-P1930,EVODEX.0-P2247,EVODEX.0-P2319,EVODEX.0-P2389,EVODEX.0-P2458,EVODEX.0-P2612,EVODEX.0-P2632,EVODEX.0-P2686,EVODEX.0-P2774,EVODEX.0-P300,EVODEX.0-P3380",[H]O[C:46](=[O:45])[C:48]>>[H][C:46](=[O:45])[C:48]
EVODEX.0-E431,EVODEX.0-P6787,.[H][O:1][C:2]1([H])[C:3]=[C:4][C:5]([H])([O:6][H])[C:7]=[C:8]1>>[O:1]=[C:2]1[C:3]=[C:4][C:5](=[O:6])[C:7]=[C:8]1.[H].[H].[H].[H]
EVODEX.0-E434,"EVODEX.0-P6810,EVODEX.0-P6814",[H][O:3][C:2][C:4]([H])([P:5])[H:60]>>[C:2]1[O:3][C@@:4]1([P:5])[H:60]
EVODEX.0-E437,"EVODEX.0-P11250,EVODEX.0-P11260,EVODEX.0-P11320,EVODEX.0-P11360,EVODEX.0-P11370,EVODEX.0-P11430,EVODEX.0-P11588,EVODEX.0-P11598,EVODEX.0-P11775,EVODEX.0-P11815,EVODEX.0-P11885,EVODEX.0-P12382,EVODEX.0-P12392,EVODEX.0-P12408,EVODEX.0-P12424,EVODEX.0-P12434,EVODEX.0-P12484,EVODEX.0-P12494,EVODEX.0-P12504,EVODEX.0-P12514,EVODEX.0-P12524,EVODEX.0-P12544,EVODEX.0-P12608,EVODEX.0-P12628,EVODEX.0-P12764,EVODEX.0-P12787,EVODEX.0-P12827,EVODEX.0-P12837,EVODEX.0-P12847,EVODEX.0-P12857,EVODEX.0-P12867,EVODEX.0-P12887,EVODEX.0-P12897,EVODEX.0-P13052,EVODEX.0-P13063,EVODEX.0-P13162,EVODEX.0-P13172,EVODEX.0-P13187,EVODEX.0-P13517,EVODEX.0-P13527,EVODEX.0-P13537,EVODEX.0-P13547,EVODEX.0-P13734,EVODEX.0-P13762,EVODEX.0-P13806,EVODEX.0-P6820,EVODEX.0-P6822,EVODEX.0-P6826,EVODEX.0-P6836,EVODEX.0-P6867,EVODEX.0-P7084",[H][C:6]([C:5])([C:7])[H:34]>>[H]O[C@@:6]([C:5])([C:7])[H:34]
EVODEX.0-E44,"EVODEX.0-P316,EVODEX.0-P913",[H][C:12]([C:11](=[C:10]([C:9])[H:84])[C:17])([C@@:13]([H])([O:14][H])[C:15])[H:85]>>[H][C:10]([C:9])([C:11](=[C:12]([C:13](=[O:14])[C:15])[H:85])[C:17])[H:84]
EVODEX.0-E442,"EVODEX.0-P6847,EVODEX.0-P6862",[C:5]/[C:6](=[C:7](\[C:8]=[C:9])[H:37])[H:36]>>O1[C:6]([C:5])([H:36])[C:7]1([C:8])[H:37]
EVODEX.0-E445,"EVODEX.0-P12352,EVODEX.0-P6857",[C:8]/[C:9](=[C:10](\[C:11])[H:39])[H:38]>>O1[C@:9]([C:8])([H:38])[C@:10]1([C:11])[H:39]
EVODEX.0-E448,"EVODEX.0-P6914,EVODEX.0-P6982,EVODEX.0-P6986,EVODEX.0-P7116",[C:1][C:2]1:[C:3]([H:15]):[C:4]([H:16]):[C:5]([H:17]):[C:6]([O:7]):[C:8]:1[O:9]>>O=[C:2]([C:1])/[C:3](=[C:4]([C:5](=[C:6](\[O:7])[C:8](=O)[O:9])/[H:17])\[H:16])[H:15]
